"DOY";"Taxa";"Station"
"64144";170;"Mesodinium";"BY5"
"64145";170;"Mesodinium";"BY5"
"64146";171;"Mesodinium";"BY5"
"64147";171;"Mesodinium";"BY5"
"64148";171;"Mesodinium";"BY5"
"64149";171;"Mesodinium";"BY5"
"64150";171;"Mesodinium";"BY5"
"64151";171;"Mesodinium";"BY5"
"64152";172;"Mesodinium";"BY5"
"64153";172;"Mesodinium";"BY5"
"64154";172;"Mesodinium";"BY5"
"64155";172;"Mesodinium";"BY5"
"64156";172;"Mesodinium";"BY5"
"64157";172;"Mesodinium";"BY5"
"64158";173;"Mesodinium";"BY5"
"64159";173;"Mesodinium";"BY5"
"64160";173;"Mesodinium";"BY5"
"64161";173;"Mesodinium";"BY5"
"64162";173;"Mesodinium";"BY5"
"64163";174;"Mesodinium";"BY5"
"64164";174;"Mesodinium";"BY5"
"64165";174;"Mesodinium";"BY5"
"64166";174;"Mesodinium";"BY5"
"64167";174;"Mesodinium";"BY5"
"64168";175;"Mesodinium";"BY5"
"64169";175;"Mesodinium";"BY5"
"64170";175;"Mesodinium";"BY5"
"64171";175;"Mesodinium";"BY5"
"64172";175;"Mesodinium";"BY5"
"64173";176;"Mesodinium";"BY5"
"64174";176;"Mesodinium";"BY5"
"64175";176;"Mesodinium";"BY5"
"64176";176;"Mesodinium";"BY5"
"64177";176;"Mesodinium";"BY5"
"64178";177;"Mesodinium";"BY5"
"64179";177;"Mesodinium";"BY5"
"64180";177;"Mesodinium";"BY5"
"64181";177;"Mesodinium";"BY5"
"64182";177;"Mesodinium";"BY5"
"64183";178;"Mesodinium";"BY5"
"64184";178;"Mesodinium";"BY5"
"64185";178;"Mesodinium";"BY5"
"64186";178;"Mesodinium";"BY5"
"64187";178;"Mesodinium";"BY5"
"64188";179;"Mesodinium";"BY5"
"64189";179;"Mesodinium";"BY5"
"64190";179;"Mesodinium";"BY5"
"64191";179;"Mesodinium";"BY5"
"64192";179;"Mesodinium";"BY5"
"64193";180;"Mesodinium";"BY5"
"64194";180;"Mesodinium";"BY5"
"64195";180;"Mesodinium";"BY5"
"64196";180;"Mesodinium";"BY5"
"64197";180;"Mesodinium";"BY5"
"64198";181;"Mesodinium";"BY5"
"64199";181;"Mesodinium";"BY5"
"64200";181;"Mesodinium";"BY5"
"64201";181;"Mesodinium";"BY5"
"64202";182;"Mesodinium";"BY5"
"64203";182;"Mesodinium";"BY5"
"64204";182;"Mesodinium";"BY5"
"64205";182;"Mesodinium";"BY5"
"64206";183;"Mesodinium";"BY5"
"64207";183;"Mesodinium";"BY5"
"64208";183;"Mesodinium";"BY5"
"64209";183;"Mesodinium";"BY5"
"64210";184;"Mesodinium";"BY5"
"64211";184;"Mesodinium";"BY5"
"64212";184;"Mesodinium";"BY5"
"64213";184;"Mesodinium";"BY5"
"64214";185;"Mesodinium";"BY5"
"64215";185;"Mesodinium";"BY5"
"64216";185;"Mesodinium";"BY5"
"64217";185;"Mesodinium";"BY5"
"64218";186;"Mesodinium";"BY5"
"64219";186;"Mesodinium";"BY5"
"64220";186;"Mesodinium";"BY5"
"64221";186;"Mesodinium";"BY5"
"64222";187;"Mesodinium";"BY5"
"64223";187;"Mesodinium";"BY5"
"64224";187;"Mesodinium";"BY5"
"64225";187;"Mesodinium";"BY5"
"64226";188;"Mesodinium";"BY5"
"64227";188;"Mesodinium";"BY5"
"64228";188;"Mesodinium";"BY5"
"64229";188;"Mesodinium";"BY5"
"64230";189;"Mesodinium";"BY5"
"64231";189;"Mesodinium";"BY5"
"64232";189;"Mesodinium";"BY5"
"64233";189;"Mesodinium";"BY5"
"64234";190;"Mesodinium";"BY5"
"64235";190;"Mesodinium";"BY5"
"64236";190;"Mesodinium";"BY5"
"64237";190;"Mesodinium";"BY5"
"64238";191;"Mesodinium";"BY5"
"64239";191;"Mesodinium";"BY5"
"64240";191;"Mesodinium";"BY5"
"64241";191;"Mesodinium";"BY5"
"64242";192;"Mesodinium";"BY5"
"64243";192;"Mesodinium";"BY5"
"64244";192;"Mesodinium";"BY5"
"64245";192;"Mesodinium";"BY5"
"64246";193;"Mesodinium";"BY5"
"64247";193;"Mesodinium";"BY5"
"64248";193;"Mesodinium";"BY5"
"64249";193;"Mesodinium";"BY5"
"64250";194;"Mesodinium";"BY5"
"64251";194;"Mesodinium";"BY5"
"64252";194;"Mesodinium";"BY5"
"64253";194;"Mesodinium";"BY5"
"64254";195;"Mesodinium";"BY5"
"64255";195;"Mesodinium";"BY5"
"64256";195;"Mesodinium";"BY5"
"64257";195;"Mesodinium";"BY5"
"64258";196;"Mesodinium";"BY5"
"64259";196;"Mesodinium";"BY5"
"64260";196;"Mesodinium";"BY5"
"64261";196;"Mesodinium";"BY5"
"64262";197;"Mesodinium";"BY5"
"64263";197;"Mesodinium";"BY5"
"64264";197;"Mesodinium";"BY5"
"64265";197;"Mesodinium";"BY5"
"64266";198;"Mesodinium";"BY5"
"64267";198;"Mesodinium";"BY5"
"64268";198;"Mesodinium";"BY5"
"64269";198;"Mesodinium";"BY5"
"64270";199;"Mesodinium";"BY5"
"64271";199;"Mesodinium";"BY5"
"64272";199;"Mesodinium";"BY5"
"64273";199;"Mesodinium";"BY5"
"64274";200;"Mesodinium";"BY5"
"64275";200;"Mesodinium";"BY5"
"64276";200;"Mesodinium";"BY5"
"64277";200;"Mesodinium";"BY5"
"64278";201;"Mesodinium";"BY5"
"64279";201;"Mesodinium";"BY5"
"64280";201;"Mesodinium";"BY5"
"64281";201;"Mesodinium";"BY5"
"64282";202;"Mesodinium";"BY5"
"64283";202;"Mesodinium";"BY5"
"64284";202;"Mesodinium";"BY5"
"64285";202;"Mesodinium";"BY5"
"64286";203;"Mesodinium";"BY5"
"64287";203;"Mesodinium";"BY5"
"64288";203;"Mesodinium";"BY5"
"64289";203;"Mesodinium";"BY5"
"64290";204;"Mesodinium";"BY5"
"64291";204;"Mesodinium";"BY5"
"64292";204;"Mesodinium";"BY5"
"64293";204;"Mesodinium";"BY5"
"64294";205;"Mesodinium";"BY5"
"64295";205;"Mesodinium";"BY5"
"64296";205;"Mesodinium";"BY5"
"64297";205;"Mesodinium";"BY5"
"64298";206;"Mesodinium";"BY5"
"64299";206;"Mesodinium";"BY5"
"64300";206;"Mesodinium";"BY5"
"64301";206;"Mesodinium";"BY5"
"64302";207;"Mesodinium";"BY5"
"64303";207;"Mesodinium";"BY5"
"64304";207;"Mesodinium";"BY5"
"64305";207;"Mesodinium";"BY5"
"64306";208;"Mesodinium";"BY5"
"64307";208;"Mesodinium";"BY5"
"64308";208;"Mesodinium";"BY5"
"64309";208;"Mesodinium";"BY5"
"64310";209;"Mesodinium";"BY5"
"64311";209;"Mesodinium";"BY5"
"64312";209;"Mesodinium";"BY5"
"64313";209;"Mesodinium";"BY5"
"64314";210;"Mesodinium";"BY5"
"64315";210;"Mesodinium";"BY5"
"64316";210;"Mesodinium";"BY5"
"64317";210;"Mesodinium";"BY5"
"64318";211;"Mesodinium";"BY5"
"64319";211;"Mesodinium";"BY5"
"64320";211;"Mesodinium";"BY5"
"64321";211;"Mesodinium";"BY5"
"64322";212;"Mesodinium";"BY5"
"64323";212;"Mesodinium";"BY5"
"64324";212;"Mesodinium";"BY5"
"64325";212;"Mesodinium";"BY5"
"64326";213;"Mesodinium";"BY5"
"64327";213;"Mesodinium";"BY5"
"64328";213;"Mesodinium";"BY5"
"64329";213;"Mesodinium";"BY5"
"64330";214;"Mesodinium";"BY5"
"64331";214;"Mesodinium";"BY5"
"64332";214;"Mesodinium";"BY5"
"64333";214;"Mesodinium";"BY5"
"64334";215;"Mesodinium";"BY5"
"64335";215;"Mesodinium";"BY5"
"64336";215;"Mesodinium";"BY5"
"64337";215;"Mesodinium";"BY5"
"64338";216;"Mesodinium";"BY5"
"64339";216;"Mesodinium";"BY5"
"64340";216;"Mesodinium";"BY5"
"64341";216;"Mesodinium";"BY5"
"64342";217;"Mesodinium";"BY5"
"64343";217;"Mesodinium";"BY5"
"64344";217;"Mesodinium";"BY5"
"64345";217;"Mesodinium";"BY5"
"64346";218;"Mesodinium";"BY5"
"64347";218;"Mesodinium";"BY5"
"64348";218;"Mesodinium";"BY5"
"64349";218;"Mesodinium";"BY5"
"64350";219;"Mesodinium";"BY5"
"64351";219;"Mesodinium";"BY5"
"64352";219;"Mesodinium";"BY5"
"64353";219;"Mesodinium";"BY5"
"64354";220;"Mesodinium";"BY5"
"64355";220;"Mesodinium";"BY5"
"64356";220;"Mesodinium";"BY5"
"64357";220;"Mesodinium";"BY5"
"64358";221;"Mesodinium";"BY5"
"64359";221;"Mesodinium";"BY5"
"64360";221;"Mesodinium";"BY5"
"64361";221;"Mesodinium";"BY5"
"64362";222;"Mesodinium";"BY5"
"64363";222;"Mesodinium";"BY5"
"64364";222;"Mesodinium";"BY5"
"64365";222;"Mesodinium";"BY5"
"64366";223;"Mesodinium";"BY5"
"64367";223;"Mesodinium";"BY5"
"64368";223;"Mesodinium";"BY5"
"64369";223;"Mesodinium";"BY5"
"64370";224;"Mesodinium";"BY5"
"64371";224;"Mesodinium";"BY5"
"64372";224;"Mesodinium";"BY5"
"64373";224;"Mesodinium";"BY5"
"64374";225;"Mesodinium";"BY5"
"64375";225;"Mesodinium";"BY5"
"64376";225;"Mesodinium";"BY5"
"64377";225;"Mesodinium";"BY5"
"64378";226;"Mesodinium";"BY5"
"64379";226;"Mesodinium";"BY5"
"64380";226;"Mesodinium";"BY5"
"64381";226;"Mesodinium";"BY5"
"64382";227;"Mesodinium";"BY5"
"64383";227;"Mesodinium";"BY5"
"64384";227;"Mesodinium";"BY5"
"64385";227;"Mesodinium";"BY5"
"64386";228;"Mesodinium";"BY5"
"64387";228;"Mesodinium";"BY5"
"64388";228;"Mesodinium";"BY5"
"64389";228;"Mesodinium";"BY5"
"64390";229;"Mesodinium";"BY5"
"64391";229;"Mesodinium";"BY5"
"64392";229;"Mesodinium";"BY5"
"64393";229;"Mesodinium";"BY5"
"64394";230;"Mesodinium";"BY5"
"64395";230;"Mesodinium";"BY5"
"64396";230;"Mesodinium";"BY5"
"64397";230;"Mesodinium";"BY5"
"64398";231;"Mesodinium";"BY5"
"64399";231;"Mesodinium";"BY5"
"64400";231;"Mesodinium";"BY5"
"64401";231;"Mesodinium";"BY5"
"64402";232;"Mesodinium";"BY5"
"64403";232;"Mesodinium";"BY5"
"64404";232;"Mesodinium";"BY5"
"64405";232;"Mesodinium";"BY5"
"64406";233;"Mesodinium";"BY5"
"64407";233;"Mesodinium";"BY5"
"64408";233;"Mesodinium";"BY5"
"64409";233;"Mesodinium";"BY5"
"64410";233;"Mesodinium";"BY5"
"64411";234;"Mesodinium";"BY5"
"64412";234;"Mesodinium";"BY5"
"64413";234;"Mesodinium";"BY5"
"64414";234;"Mesodinium";"BY5"
"64415";234;"Mesodinium";"BY5"
"64416";235;"Mesodinium";"BY5"
"64417";235;"Mesodinium";"BY5"
"64418";235;"Mesodinium";"BY5"
"64419";235;"Mesodinium";"BY5"
"64420";236;"Mesodinium";"BY5"
"64421";236;"Mesodinium";"BY5"
"64422";236;"Mesodinium";"BY5"
"64423";236;"Mesodinium";"BY5"
"64424";237;"Mesodinium";"BY5"
"64425";237;"Mesodinium";"BY5"
"64426";237;"Mesodinium";"BY5"
"64427";237;"Mesodinium";"BY5"
"64428";238;"Mesodinium";"BY5"
"64429";238;"Mesodinium";"BY5"
"64430";238;"Mesodinium";"BY5"
"64431";238;"Mesodinium";"BY5"
"64432";239;"Mesodinium";"BY5"
"64433";239;"Mesodinium";"BY5"
"64434";239;"Mesodinium";"BY5"
"64435";239;"Mesodinium";"BY5"
"64436";240;"Mesodinium";"BY5"
"64437";240;"Mesodinium";"BY5"
"64438";240;"Mesodinium";"BY5"
"64439";240;"Mesodinium";"BY5"
"64440";241;"Mesodinium";"BY5"
"64441";241;"Mesodinium";"BY5"
"64442";241;"Mesodinium";"BY5"
"64443";241;"Mesodinium";"BY5"
"64444";242;"Mesodinium";"BY5"
"64445";242;"Mesodinium";"BY5"
"64446";242;"Mesodinium";"BY5"
"64447";242;"Mesodinium";"BY5"
"64448";243;"Mesodinium";"BY5"
"64449";243;"Mesodinium";"BY5"
"64450";243;"Mesodinium";"BY5"
"64451";243;"Mesodinium";"BY5"
"64452";244;"Mesodinium";"BY5"
"64453";244;"Mesodinium";"BY5"
"64454";244;"Mesodinium";"BY5"
"64455";244;"Mesodinium";"BY5"
"64456";245;"Mesodinium";"BY5"
"64457";245;"Mesodinium";"BY5"
"64458";245;"Mesodinium";"BY5"
"64459";245;"Mesodinium";"BY5"
"64460";246;"Mesodinium";"BY5"
"64461";246;"Mesodinium";"BY5"
"64462";246;"Mesodinium";"BY5"
"64463";246;"Mesodinium";"BY5"
"64464";247;"Mesodinium";"BY5"
"64465";247;"Mesodinium";"BY5"
"64466";247;"Mesodinium";"BY5"
"64467";247;"Mesodinium";"BY5"
"64468";248;"Mesodinium";"BY5"
"64469";248;"Mesodinium";"BY5"
"64470";248;"Mesodinium";"BY5"
"64471";248;"Mesodinium";"BY5"
"64472";249;"Mesodinium";"BY5"
"64473";249;"Mesodinium";"BY5"
"64474";249;"Mesodinium";"BY5"
"64475";249;"Mesodinium";"BY5"
"64476";250;"Mesodinium";"BY5"
"64477";250;"Mesodinium";"BY5"
"64478";250;"Mesodinium";"BY5"
"64479";250;"Mesodinium";"BY5"
"64480";251;"Mesodinium";"BY5"
"64481";251;"Mesodinium";"BY5"
"64482";251;"Mesodinium";"BY5"
"64483";251;"Mesodinium";"BY5"
"64484";252;"Mesodinium";"BY5"
"64485";252;"Mesodinium";"BY5"
"64486";252;"Mesodinium";"BY5"
"64487";252;"Mesodinium";"BY5"
"64488";253;"Mesodinium";"BY5"
"64489";253;"Mesodinium";"BY5"
"64490";253;"Mesodinium";"BY5"
"64491";253;"Mesodinium";"BY5"
"64492";254;"Mesodinium";"BY5"
"64493";254;"Mesodinium";"BY5"
"64494";254;"Mesodinium";"BY5"
"64495";254;"Mesodinium";"BY5"
"64496";255;"Mesodinium";"BY5"
"64497";255;"Mesodinium";"BY5"
"64498";255;"Mesodinium";"BY5"
"64499";255;"Mesodinium";"BY5"
"64500";256;"Mesodinium";"BY5"
"64501";256;"Mesodinium";"BY5"
"64502";256;"Mesodinium";"BY5"
"64503";256;"Mesodinium";"BY5"
"64504";257;"Mesodinium";"BY5"
"64505";257;"Mesodinium";"BY5"
"64506";257;"Mesodinium";"BY5"
"64507";257;"Mesodinium";"BY5"
"64508";258;"Mesodinium";"BY5"
"64509";258;"Mesodinium";"BY5"
"64510";258;"Mesodinium";"BY5"
"64511";259;"Mesodinium";"BY5"
"64512";259;"Mesodinium";"BY5"
"64513";259;"Mesodinium";"BY5"
"64514";260;"Mesodinium";"BY5"
"64515";260;"Mesodinium";"BY5"
"64516";260;"Mesodinium";"BY5"
"64517";261;"Mesodinium";"BY5"
"64518";261;"Mesodinium";"BY5"
"64519";261;"Mesodinium";"BY5"
"64520";262;"Mesodinium";"BY5"
"64521";262;"Mesodinium";"BY5"
"64522";262;"Mesodinium";"BY5"
"64523";263;"Mesodinium";"BY5"
"64524";263;"Mesodinium";"BY5"
"64525";263;"Mesodinium";"BY5"
"64526";264;"Mesodinium";"BY5"
"64527";264;"Mesodinium";"BY5"
"64528";264;"Mesodinium";"BY5"
"64529";265;"Mesodinium";"BY5"
"64530";265;"Mesodinium";"BY5"
"64531";265;"Mesodinium";"BY5"
"64532";266;"Mesodinium";"BY5"
"64533";266;"Mesodinium";"BY5"
"64534";266;"Mesodinium";"BY5"
"64535";266;"Mesodinium";"BY5"
"64536";267;"Mesodinium";"BY5"
"64537";267;"Mesodinium";"BY5"
"64538";267;"Mesodinium";"BY5"
"64539";267;"Mesodinium";"BY5"
"64540";268;"Mesodinium";"BY5"
"64541";268;"Mesodinium";"BY5"
"64542";268;"Mesodinium";"BY5"
"64543";268;"Mesodinium";"BY5"
"64544";269;"Mesodinium";"BY5"
"64545";269;"Mesodinium";"BY5"
"64546";269;"Mesodinium";"BY5"
"64547";269;"Mesodinium";"BY5"
"64548";270;"Mesodinium";"BY5"
"64549";270;"Mesodinium";"BY5"
"64550";270;"Mesodinium";"BY5"
"64551";270;"Mesodinium";"BY5"
"64552";271;"Mesodinium";"BY5"
"64553";271;"Mesodinium";"BY5"
"64554";271;"Mesodinium";"BY5"
"64555";271;"Mesodinium";"BY5"
"64556";272;"Mesodinium";"BY5"
"64557";272;"Mesodinium";"BY5"
"64558";272;"Mesodinium";"BY5"
"64559";272;"Mesodinium";"BY5"
"64560";273;"Mesodinium";"BY5"
"64561";273;"Mesodinium";"BY5"
"64562";273;"Mesodinium";"BY5"
"64563";273;"Mesodinium";"BY5"
"64564";274;"Mesodinium";"BY5"
"64565";274;"Mesodinium";"BY5"
"64566";274;"Mesodinium";"BY5"
"64567";274;"Mesodinium";"BY5"
"64568";275;"Mesodinium";"BY5"
"64569";275;"Mesodinium";"BY5"
"64570";275;"Mesodinium";"BY5"
"64571";275;"Mesodinium";"BY5"
"64572";276;"Mesodinium";"BY5"
"64573";276;"Mesodinium";"BY5"
"64574";276;"Mesodinium";"BY5"
"64575";276;"Mesodinium";"BY5"
"64576";277;"Mesodinium";"BY5"
"64577";277;"Mesodinium";"BY5"
"64578";277;"Mesodinium";"BY5"
"64579";277;"Mesodinium";"BY5"
"64580";278;"Mesodinium";"BY5"
"64581";278;"Mesodinium";"BY5"
"64582";278;"Mesodinium";"BY5"
"64583";278;"Mesodinium";"BY5"
"64584";279;"Mesodinium";"BY5"
"64585";279;"Mesodinium";"BY5"
"64586";279;"Mesodinium";"BY5"
"64587";279;"Mesodinium";"BY5"
"64588";280;"Mesodinium";"BY5"
"64589";280;"Mesodinium";"BY5"
"64590";280;"Mesodinium";"BY5"
"64591";280;"Mesodinium";"BY5"
"64592";280;"Mesodinium";"BY5"
"64593";281;"Mesodinium";"BY5"
"64594";281;"Mesodinium";"BY5"
"64595";281;"Mesodinium";"BY5"
"64596";281;"Mesodinium";"BY5"
"64597";281;"Mesodinium";"BY5"
"64598";282;"Mesodinium";"BY5"
"64599";282;"Mesodinium";"BY5"
"64600";282;"Mesodinium";"BY5"
"64601";282;"Mesodinium";"BY5"
"64602";282;"Mesodinium";"BY5"
"64603";283;"Mesodinium";"BY5"
"64604";283;"Mesodinium";"BY5"
"64605";283;"Mesodinium";"BY5"
"64606";283;"Mesodinium";"BY5"
"64607";283;"Mesodinium";"BY5"
"64608";284;"Mesodinium";"BY5"
"64609";284;"Mesodinium";"BY5"
"64610";284;"Mesodinium";"BY5"
"64611";284;"Mesodinium";"BY5"
"64612";284;"Mesodinium";"BY5"
"64613";285;"Mesodinium";"BY5"
"64614";285;"Mesodinium";"BY5"
"64615";285;"Mesodinium";"BY5"
"64616";285;"Mesodinium";"BY5"
"64617";285;"Mesodinium";"BY5"
"64618";286;"Mesodinium";"BY5"
"64619";286;"Mesodinium";"BY5"
"64620";286;"Mesodinium";"BY5"
"64621";286;"Mesodinium";"BY5"
"64622";286;"Mesodinium";"BY5"
"64623";287;"Mesodinium";"BY5"
"64624";287;"Mesodinium";"BY5"
"64625";287;"Mesodinium";"BY5"
"64626";287;"Mesodinium";"BY5"
"64627";287;"Mesodinium";"BY5"
"64628";288;"Mesodinium";"BY5"
"64629";288;"Mesodinium";"BY5"
"64630";288;"Mesodinium";"BY5"
"64631";288;"Mesodinium";"BY5"
"64632";288;"Mesodinium";"BY5"
"64633";289;"Mesodinium";"BY5"
"64634";289;"Mesodinium";"BY5"
"64635";289;"Mesodinium";"BY5"
"64636";289;"Mesodinium";"BY5"
"64637";289;"Mesodinium";"BY5"
"64638";290;"Mesodinium";"BY5"
"64639";290;"Mesodinium";"BY5"
"64640";290;"Mesodinium";"BY5"
"64641";290;"Mesodinium";"BY5"
"64642";290;"Mesodinium";"BY5"
"64643";291;"Mesodinium";"BY5"
"64644";291;"Mesodinium";"BY5"
"64645";291;"Mesodinium";"BY5"
"64646";291;"Mesodinium";"BY5"
"64647";291;"Mesodinium";"BY5"
"64648";292;"Mesodinium";"BY5"
"64649";292;"Mesodinium";"BY5"
"64650";292;"Mesodinium";"BY5"
"64651";292;"Mesodinium";"BY5"
"64652";292;"Mesodinium";"BY5"
"64653";293;"Mesodinium";"BY5"
"64654";293;"Mesodinium";"BY5"
"64655";293;"Mesodinium";"BY5"
"64656";293;"Mesodinium";"BY5"
"64657";294;"Mesodinium";"BY5"
"64658";294;"Mesodinium";"BY5"
"64659";294;"Mesodinium";"BY5"
"64660";294;"Mesodinium";"BY5"
"64661";295;"Mesodinium";"BY5"
"64662";295;"Mesodinium";"BY5"
"64663";295;"Mesodinium";"BY5"
"64664";295;"Mesodinium";"BY5"
"64665";296;"Mesodinium";"BY5"
"64666";296;"Mesodinium";"BY5"
"64667";296;"Mesodinium";"BY5"
"64668";296;"Mesodinium";"BY5"
"64669";297;"Mesodinium";"BY5"
"64670";297;"Mesodinium";"BY5"
"64671";297;"Mesodinium";"BY5"
"64672";297;"Mesodinium";"BY5"
"64673";298;"Mesodinium";"BY5"
"64674";298;"Mesodinium";"BY5"
"64675";298;"Mesodinium";"BY5"
"64676";298;"Mesodinium";"BY5"
"64677";299;"Mesodinium";"BY5"
"64678";299;"Mesodinium";"BY5"
"64679";299;"Mesodinium";"BY5"
"64680";299;"Mesodinium";"BY5"
"64681";300;"Mesodinium";"BY5"
"64682";300;"Mesodinium";"BY5"
"64683";300;"Mesodinium";"BY5"
"64684";300;"Mesodinium";"BY5"
"64685";301;"Mesodinium";"BY5"
"64686";301;"Mesodinium";"BY5"
"64687";301;"Mesodinium";"BY5"
"64688";301;"Mesodinium";"BY5"
"64689";302;"Mesodinium";"BY5"
"64690";302;"Mesodinium";"BY5"
"64691";302;"Mesodinium";"BY5"
"64692";302;"Mesodinium";"BY5"
"64693";303;"Mesodinium";"BY5"
"64694";303;"Mesodinium";"BY5"
"64695";303;"Mesodinium";"BY5"
"64696";303;"Mesodinium";"BY5"
"64697";304;"Mesodinium";"BY5"
"64698";304;"Mesodinium";"BY5"
"64699";304;"Mesodinium";"BY5"
"64700";304;"Mesodinium";"BY5"
"64701";305;"Mesodinium";"BY5"
"64702";305;"Mesodinium";"BY5"
"64703";305;"Mesodinium";"BY5"
"64704";305;"Mesodinium";"BY5"
"64705";306;"Mesodinium";"BY5"
"64706";306;"Mesodinium";"BY5"
"64707";306;"Mesodinium";"BY5"
"64708";306;"Mesodinium";"BY5"
"64709";307;"Mesodinium";"BY5"
"64710";307;"Mesodinium";"BY5"
"64711";307;"Mesodinium";"BY5"
"64712";307;"Mesodinium";"BY5"
"64713";308;"Mesodinium";"BY5"
"64714";308;"Mesodinium";"BY5"
"64715";308;"Mesodinium";"BY5"
"64716";308;"Mesodinium";"BY5"
"64717";309;"Mesodinium";"BY5"
"64718";309;"Mesodinium";"BY5"
"64719";309;"Mesodinium";"BY5"
"64720";309;"Mesodinium";"BY5"
"64721";310;"Mesodinium";"BY5"
"64722";310;"Mesodinium";"BY5"
"64723";310;"Mesodinium";"BY5"
"64724";310;"Mesodinium";"BY5"
"64725";311;"Mesodinium";"BY5"
"64726";311;"Mesodinium";"BY5"
"64727";311;"Mesodinium";"BY5"
"64728";312;"Mesodinium";"BY5"
"64729";312;"Mesodinium";"BY5"
"64730";312;"Mesodinium";"BY5"
"64731";313;"Mesodinium";"BY5"
"64732";313;"Mesodinium";"BY5"
"64733";313;"Mesodinium";"BY5"
"64734";314;"Mesodinium";"BY5"
"64735";314;"Mesodinium";"BY5"
"64736";314;"Mesodinium";"BY5"
"64737";315;"Mesodinium";"BY5"
"64738";315;"Mesodinium";"BY5"
"64739";315;"Mesodinium";"BY5"
"64740";316;"Mesodinium";"BY5"
"64741";316;"Mesodinium";"BY5"
"64742";316;"Mesodinium";"BY5"
"64743";317;"Mesodinium";"BY5"
"64744";317;"Mesodinium";"BY5"
"64745";317;"Mesodinium";"BY5"
"64746";318;"Mesodinium";"BY5"
"64747";318;"Mesodinium";"BY5"
"64748";318;"Mesodinium";"BY5"
"64749";319;"Mesodinium";"BY5"
"64750";319;"Mesodinium";"BY5"
"64751";319;"Mesodinium";"BY5"
"64752";320;"Mesodinium";"BY5"
"64753";320;"Mesodinium";"BY5"
"64754";320;"Mesodinium";"BY5"
"64755";321;"Mesodinium";"BY5"
"64756";321;"Mesodinium";"BY5"
"64757";321;"Mesodinium";"BY5"
"64758";322;"Mesodinium";"BY5"
"64759";322;"Mesodinium";"BY5"
"64760";322;"Mesodinium";"BY5"
"64761";323;"Mesodinium";"BY5"
"64762";323;"Mesodinium";"BY5"
"64763";323;"Mesodinium";"BY5"
"64764";324;"Mesodinium";"BY5"
"64765";324;"Mesodinium";"BY5"
"64766";324;"Mesodinium";"BY5"
"64767";325;"Mesodinium";"BY5"
"64768";325;"Mesodinium";"BY5"
"64769";325;"Mesodinium";"BY5"
"64770";326;"Mesodinium";"BY5"
"64771";326;"Mesodinium";"BY5"
"64772";326;"Mesodinium";"BY5"
"64773";327;"Mesodinium";"BY5"
"64774";327;"Mesodinium";"BY5"
"64775";327;"Mesodinium";"BY5"
"64776";328;"Mesodinium";"BY5"
"64777";328;"Mesodinium";"BY5"
"64778";328;"Mesodinium";"BY5"
"64779";329;"Mesodinium";"BY5"
"64780";329;"Mesodinium";"BY5"
"64781";329;"Mesodinium";"BY5"
"64782";330;"Mesodinium";"BY5"
"64783";330;"Mesodinium";"BY5"
"64784";330;"Mesodinium";"BY5"
"64785";331;"Mesodinium";"BY5"
"64786";331;"Mesodinium";"BY5"
"64787";331;"Mesodinium";"BY5"
"64788";332;"Mesodinium";"BY5"
"64789";332;"Mesodinium";"BY5"
"64790";332;"Mesodinium";"BY5"
"64791";333;"Mesodinium";"BY5"
"64792";333;"Mesodinium";"BY5"
"64793";333;"Mesodinium";"BY5"
"64794";334;"Mesodinium";"BY5"
"64795";334;"Mesodinium";"BY5"
"64796";334;"Mesodinium";"BY5"
"64797";335;"Mesodinium";"BY5"
"64798";335;"Mesodinium";"BY5"
"64799";335;"Mesodinium";"BY5"
"64800";336;"Mesodinium";"BY5"
"64801";336;"Mesodinium";"BY5"
"64802";336;"Mesodinium";"BY5"
"64803";337;"Mesodinium";"BY5"
"64804";337;"Mesodinium";"BY5"
"64805";337;"Mesodinium";"BY5"
"64806";338;"Mesodinium";"BY5"
"64807";338;"Mesodinium";"BY5"
"64808";338;"Mesodinium";"BY5"
"64809";339;"Mesodinium";"BY5"
"64810";339;"Mesodinium";"BY5"
"64811";339;"Mesodinium";"BY5"
"64812";340;"Mesodinium";"BY5"
"64813";340;"Mesodinium";"BY5"
"64814";340;"Mesodinium";"BY5"
"64815";341;"Mesodinium";"BY5"
"64816";341;"Mesodinium";"BY5"
"64817";341;"Mesodinium";"BY5"
"64818";342;"Mesodinium";"BY5"
"64819";342;"Mesodinium";"BY5"
"64820";342;"Mesodinium";"BY5"
"64821";343;"Mesodinium";"BY5"
"64822";343;"Mesodinium";"BY5"
"64823";343;"Mesodinium";"BY5"
"64824";344;"Mesodinium";"BY5"
"64825";344;"Mesodinium";"BY5"
"64826";344;"Mesodinium";"BY5"
"64827";345;"Mesodinium";"BY5"
"64828";345;"Mesodinium";"BY5"
"64829";345;"Mesodinium";"BY5"
"64830";346;"Mesodinium";"BY5"
"64831";346;"Mesodinium";"BY5"
"64832";346;"Mesodinium";"BY5"
"64833";347;"Mesodinium";"BY5"
"64834";347;"Mesodinium";"BY5"
"64835";347;"Mesodinium";"BY5"
"64836";348;"Mesodinium";"BY5"
"64837";348;"Mesodinium";"BY5"
"64838";348;"Mesodinium";"BY5"
"64839";349;"Mesodinium";"BY5"
"64840";349;"Mesodinium";"BY5"
"64841";349;"Mesodinium";"BY5"
"64842";350;"Mesodinium";"BY5"
